id,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,loss
4424,120,6,0.516766678,4100,4,9290,7611.0,5988.0,124.26,120.92,16,0.9237,0.9237,8918235,0.9237,0.9237,0.8154,0.9237,0.9237,0.9237,3709010580.0,109,91,1532649.0,109.0,109.0,152.55,128.29,109.0,0.9732,0,0,0,11,0,0,0.89185,0.92133,0
4425,149,9,0.23362984399999998,3500,4,82033,432.0,151.0,149.32,148.9,15,0.0,0.0,196207,0.0,0.0,0.2187,0.0,0.0,0.0,4225581360.0,0,66,936936.0,0.0,0.0,0.0,0.0,78.0,0.8692,0,0,0,5,0,0,0.11,0.01,0
4426,128,9,0.785401956,2200,17,14234,3969.0,3245.0,130.68,128.5,10,0.8182,0.8182,2872273,0.792,0.792,0.6621,0.7984,0.8609,0.8462,2876897331.0,99,69,1303533.0,99.0,99.0,122.03,109.56,99.0,0.9519,0,0,0,18,0,0,0.7759999999999999,0.7928,0
4427,127,10,0.288325396,1500,16,9836,3594.0,1672.0,124.66,126.68,11,0.8246,0.7966,1978823,0.7966,0.7966,0.5816,0.8034,0.8393,0.8246,1446276480.0,94,52,1095664.0,94.0,94.0,124.21,107.6,94.0,0.9038,0,0,0,17,0,0,0.8083,0.79694,0
4428,126,10,0.6193329089999999,1300,4,7399,6571.0,597.0,123.25,125.49,16,0.7143,0.6911,4997964,0.6911,0.6911,0.4529,0.7083,0.7328,0.7328,961647500.0,85,67,874225.0,85.0,85.0,85.0,85.0,85.0,0.8947,0,0,0,2,0,0,0.66555,0.68199,0
4429,132,10,0.53881105,2700,3,2572,4797.0,8920.0,125.26,130.73,9,0.7642,0.7642,7792212,0.7705,0.7231,0.5101,0.7231,0.8545,0.8174,2807727360.0,94,31,1060320.0,94.0,94.0,131.55,110.64,94.0,0.8704,0,0,0,12,0,0,0.73155,0.7207899999999999,3
4430,128,9,0.5516462870000001,1500,4,83607,1341.0,1920.0,129.04,128.46,11,0.6838,0.6452,13115441,0.6504,0.6452,0.4495,0.7018,0.7143,0.7143,1310848000.0,80,39,851200.0,80.0,80.0,98.61,88.54,80.0,0.8163,0,0,0,5,0,0,0.6826,0.65068,0
4431,153,8,0.5530690189999999,4100,3,80684,5170.0,47.0,154.99,153.39,11,0.8291,0.7578,427918,0.7698,0.7578,0.5431,0.7823,0.9065,0.8509,6499737200.0,97,95,1477213.0,140.42,116.06,164.77,125.41,97.0,0.9417,0,0,0,16,0,0,0.5689,0.71202,0
4432,138,10,0.700765303,2200,4,510,3.0,1257.0,142.6,138.88,15,0.7290000000000001,0.6842,0,0.6724,0.6724,0.5041,0.6842,0.7723,0.7091,2427625512.0,78,39,888264.0,78.0,78.0,103.07,89.28,78.0,0.8571,0,0,0,17,0,0,0.6662,0.6651600000000001,0
4433,133,8,0.350185979,1500,4,3793,7601.0,11155.0,126.35,131.48,9,0.8729,0.8729,11206525,0.8729,0.8729,0.6589,0.8729,0.8729,0.8729,1638453960.0,103,78,1241253.0,103.0,103.0,103.0,103.0,103.0,0.9279,0,0,0,7,0,0,0.81645,0.85561,0
4434,151,8,0.69225804,3500,10,84936,1346.0,1123.0,153.88,151.41,11,0.7339,0.7339,347356,0.7222,0.7222,0.5195,0.7339,0.7712,0.7647,4659304650.0,91,98,1283555.0,125.59,106.38,139.55,111.96,91.0,0.8505,0,0,0,10,0,0,0.3611,0.64998,0
4435,128,10,0.646367174,1300,15,13317,6922.0,1591.0,124.44,127.17,11,0.8220000000000001,0.8220000000000001,840011,0.8220000000000001,0.8220000000000001,0.5994,0.8291,0.9151,0.8509,1490385600.0,97,55,1129080.0,97.0,97.0,119.56,107.35,97.0,0.9604,0,0,0,28,0,0,0.7509999999999999,0.7998,0
4436,125,8,0.87161071,1500,4,84857,7822.0,241.0,122.66,124.16,16,0.8475,0.8065,858909,0.813,0.8065,0.6126,0.8772,0.8929,0.8772,1786400000.0,100,71,1160000.0,100.0,100.0,123.26,110.67,100.0,0.9346,0,0,0,40,0,0,0.79325,0.80585,0
4437,154,6,0.49047264799999996,4500,4,79754,336.0,4210.0,157.25,154.63,23,0.7881,0.7815,4544077,0.7381,0.7266,0.5088,0.7949,0.7949,0.7881,6088896000.0,93,111,1383840.0,131.56,110.03,142.62,114.42,93.0,0.8611,0,0,0,3,0,0,0.7733,0.7339399999999999,0
4438,128,9,0.699286043,2600,4,8141,5562.0,450.0,130.38,128.41,12,0.6944,0.6944,1650985,0.6409999999999999,0.6409999999999999,0.4372,0.6696,0.6696,0.6696,2123550000.0,75,60,742500.0,75.0,75.0,104.96,88.27,75.0,0.9259,0,0,0,36,0,0,0.7105,0.6569,0
4439,115,9,0.976678315,3100,4,77826,645.0,533.0,119.88,115.95,9,0.6422,0.6306,2521667,0.5932,0.5932,0.3232,0.5932,0.6306,0.6306,1470392000.0,70,0,607600.0,70.0,70.0,97.97,82.39,70.0,0.6796,0,0,0,14,0,0,0.6766,0.61388,0
4440,155,7,0.437113435,4500,2,7891,3376.0,63.0,154.68,155.36,9,0.6552,0.6552,2483786,0.6333,0.6333,0.4097,0.6609,0.6847,0.6333,4574592000.0,76,49,924160.0,112.41,91.88,132.77,99.61,76.0,0.7238,0,0,0,9,0,0,0.70665,0.6499699999999999,0
4441,145,9,0.488959572,2600,16,83528,4.0,1360.0,137.1,143.67,10,0.7295,0.7295,1758088,0.7120000000000001,0.7120000000000001,0.5311,0.7479,0.8318,0.8018,2307577404.0,89,54,1045572.0,89.0,89.0,117.6,101.88,89.0,0.9468,0,0,0,15,0,0,0.726,0.7108,0
4442,159,8,0.326009557,5000,3,8423,2921.0,75.0,159.47,159.4,10,0.8087,0.8087,2143392,0.7154,0.7154,0.5694,0.7154,0.8304,0.8017,7645370040.0,93,112,1418436.0,155.22,119.22,157.97,120.24,93.0,1.0,0,0,0,6,0,0,0.6077,0.71386,0
4443,135,10,0.729259184,2200,4,84938,,38.0,127.16,133.64,16,0.7419,0.7419,47262,0.748,0.7419,0.5012,0.8142,0.8519,0.8214,1817390080.0,92,53,1032608.0,92.0,92.0,121.57,105.31,92.0,0.92,0,0,0,9,0,0,0.71095,0.7377100000000001,0
4444,128,9,0.8181684029999999,1800,4,79587,7515.0,4898.0,126.9,127.73,13,0.8167,0.7903,7776572,0.7967,0.7903,0.5827,0.8305,0.875,0.8673,2112880000.0,98,69,1200500.0,98.0,98.0,129.5,112.18,98.0,0.9515,0,0,0,10,0,0,0.77515,0.79127,16
4445,120,6,0.837409737,2300,4,76973,8299.0,2276.0,126.44,121.86,18,0.8226,0.816,3544562,0.816,0.816,0.7398,0.8226,0.8793,0.8793,3204432000.0,102,97,1456560.0,102.0,102.0,134.78,116.76,102.0,0.9903,0,0,0,13,0,0,0.8079999999999999,0.8144,0
4446,126,10,0.8592544559999999,1300,16,86930,269.0,162.0,126.62,126.82,5,0.8718,0.8644,13627877,0.8644,0.8644,0.7511,0.8718,0.9107,0.8947,1867726080.0,102,76,1414944.0,102.0,102.0,125.72,112.88,102.0,1.0,0,0,0,17,0,0,0.8622,0.8679600000000001,0
4447,123,8,0.042275583,1800,4,627,8572.0,5943.0,125.1,123.43,7,0.6891,0.6613,5545788,0.6667,0.6613,0.4145,0.6613,0.7321,0.7257,1528566920.0,82,44,853948.0,82.0,82.0,101.07,90.75,82.0,0.8454,0,0,0,9,0,0,0.68065,0.6651699999999999,0
4448,120,6,0.8093215229999999,1500,4,13317,3841.0,1335.0,124.03,120.77,17,0.8718,0.8226,6670182,0.8293,0.8226,0.6978,0.8293,0.8793,0.8793,2034814320.0,102,92,1321308.0,102.0,102.0,102.0,102.0,102.0,0.9714,0,0,0,9,0,0,0.8313,0.82034,0
4449,141,9,0.595947634,5700,7,79631,148.0,133.0,139.42,140.6,14,0.0,0.0,509164,0.0,0.0,0.8297,0.0,0.0,0.0,6924243040.0,0,0,1210532.0,0.0,0.0,0.0,0.0,94.0,0.0,0,0,0,16,0,0,0.26,0.07,0
4450,130,10,0.216893685,1800,16,13700,7394.0,2166.0,131.75,130.48,9,0.8362,0.8362,3504461,0.8362,0.8362,0.7105,0.8362,0.8509,0.8509,2414678715.0,97,78,1270215.0,97.0,97.0,97.0,97.0,97.0,1.0,0,0,0,6,0,0,0.8081,0.8325799999999999,0
4451,122,9,0.619396955,1600,16,82642,6728.0,1034.0,124.06,122.7,10,0.8673,0.8596,6844999,0.7903,0.7903,0.6823,0.8673,0.9159,0.8991,1962673440.0,98,68,1248520.0,98.0,98.0,98.0,98.0,98.0,1.0,0,0,0,46,0,0,0.68515,0.78127,0
4452,133,8,0.069125841,1800,17,627,4211.0,5857.0,131.57,132.75,9,0.4516,0.4516,11323457,0.4553,0.4516,0.2153,0.4553,0.4912,0.4912,627827200.0,56,0,407680.0,56.0,56.0,56.0,56.0,56.0,0.5185,0,0,0,6,0,0,0.6158,0.47644,0
4453,130,8,0.353243861,2200,16,14213,5397.0,227.0,130.1,129.95,12,0.6975,0.6694,3544341,0.6748,0.6694,0.4347,0.6694,0.7281,0.7094,1576203200.0,83,38,895570.0,83.0,83.0,93.66,88.01,83.0,0.7615,0,0,0,20,0,0,0.7047,0.6724600000000001,0
4454,132,6,0.21720526199999998,4400,4,2277,4607.0,1413.0,132.35,132.34,20,0.7391,0.7265,2112033,0.7265,0.7265,0.537,0.7265,0.7658,0.7328,3458752000.0,85,85,982600.0,85.0,85.0,118.96,100.04,85.0,0.914,0,0,0,24,0,0,0.71325,0.72385,0
4455,161,8,0.413188286,4400,7,529,3357.0,1524.0,156.13,160.0,9,0.7946,0.7876,1845095,0.6899,0.6899,0.4437,0.7672,0.8241,0.7479,4473305540.0,89,83,1196071.0,122.83,104.05,136.49,109.5,89.0,1.0,0,0,0,4,0,0,0.58495,0.69091,0
4456,144,8,0.05030242099999999,4400,3,11933,45.0,1440.0,146.36,144.56,14,0.375,0.3629,3697,0.3488,0.3488,0.1127,0.3629,0.4206,0.4054,1136025000.0,45,0,303750.0,62.1,52.61,62.98,52.96,45.0,0.5,0,0,0,30,0,0,0.4844,0.38392,0
4457,144,6,0.875399728,5300,13,11415,1709.0,670.0,149.12,145.01,9,0.7522,0.7522,11834476,0.7328,0.7328,0.5153,0.7522,0.7522,0.7456,6323031000.0,85,97,1105425.0,143.89,109.71,148.5,111.4,85.0,0.8763,0,0,0,9,0,0,0.7264,0.72952,7
4458,163,7,0.7980822329999999,4800,7,81227,411.0,1567.0,160.25,162.44,7,0.8125,0.8125,619203,0.8254,0.8125,0.6244,0.8254,0.9043,0.8595,7471692800.0,104,133,1698112.0,168.41,131.38,159.49,127.96,104.0,0.9123,0,0,0,25,0,0,0.71625,0.80125,0
4459,118,6,0.13532701800000002,1500,4,78223,3995.0,41.0,125.39,119.79,12,0.7288,0.6935,3013666,0.6935,0.6935,0.5538,0.7611,0.7679,0.7544,1611070680.0,86,56,1013252.0,86.0,86.0,86.0,86.0,86.0,0.8269,0,0,0,45,0,0,0.75675,0.70415,0
4460,129,10,0.039596103,2400,16,13317,4115.0,546.0,127.94,128.89,14,0.8509,0.7951,1051458,0.7886,0.7823,0.636,0.8509,0.8818,0.8661,1854702080.0,97,61,1204352.0,97.0,97.0,119.56,107.35,97.0,0.9798,0,0,0,97,0,0,0.74115,0.77407,0
4461,152,8,0.574410309,4300,3,82485,2120.0,1721.0,152.25,152.01,21,0.0,0.0,4878576,0.0,0.0,0.2431,0.0,0.0,0.0,3276599040.0,0,0,930852.0,0.0,0.0,0.0,0.0,78.0,0.0,0,0,0,2,0,0,0.11,0.02,0
4462,129,6,0.745712735,1300,4,14629,4063.0,1538.0,129.12,129.07,17,0.9059999999999999,0.8759999999999999,2773183,0.8983,0.8759999999999999,0.7754,0.8983,0.9138,0.9138,1928097600.0,106,106,1460680.0,106.0,106.0,106.0,106.0,106.0,0.9725,0,0,0,16,0,0,0.878,0.8784,4
4463,125,8,0.32683422300000003,1500,16,9836,3401.0,1562.0,127.86,125.68,14,0.7647,0.7339,5690770,0.7398,0.7339,0.5305,0.7778,0.8125,0.8125,1923841920.0,91,59,1093092.0,91.0,91.0,120.25,104.17,91.0,0.9681,0,0,0,25,0,0,0.74695,0.73051,0
4464,151,8,0.514295006,3500,7,82134,536.0,711.0,153.19,151.64,16,0.5726,0.5726,2355083,0.5504,0.5504,0.2954,0.5726,0.5966,0.5966,2978827720.0,71,72,796478.0,100.44,84.0,108.88,87.36,71.0,0.7474,0,0,0,4,0,0,0.4252,0.5353600000000001,0
4465,166,4,0.685114236,5600,10,12612,4837.0,5115.0,162.34,165.38,15,0.0,0.0,4077964,0.0,0.0,0.5124,0.0,0.0,0.0,7215341760.0,0,130,1366542.0,0.0,0.0,0.0,0.0,93.0,0.9515,0,0,0,13,0,0,0.4,0.07,0
4466,145,7,0.7785321059999999,4600,13,81208,350.0,142.0,147.31,145.86,8,0.6393,0.6341,24282356,0.6341,0.6341,0.3801,0.6341,0.6609999999999999,0.6555,4356752400.0,78,104,943020.0,112.92,93.32,119.62,95.97,78.0,0.8764,0,0,0,14,0,0,0.71705,0.65069,0
4467,129,10,0.344453348,1500,16,14234,4245.0,1854.0,128.25,128.73,8,0.7417,0.7236,2120880,0.7236,0.7177,0.4844,0.7355,0.8091,0.7876,1759555098.0,89,62,998046.0,89.0,89.0,89.0,89.0,89.0,0.89,0,0,0,2,0,0,0.68885,0.7159300000000001,0
4468,130,7,0.537701864,2900,13,14025,3652.0,853.0,131.53,130.34,6,0.8347,0.8347,5463566,0.8079999999999999,0.8079999999999999,0.6943,0.8145,0.8783,0.8632,3015456404.0,101,79,1366934.0,101.0,101.0,124.49,111.78,101.0,0.9352,0,0,0,14,0,0,0.46399999999999997,0.7272,0
4469,125,6,0.191041285,3500,4,8141,6972.0,1615.0,129.13,125.97,13,0.8,0.7863,2718702,0.7863,0.7863,0.6049,0.7863,0.8519,0.807,4022092800.0,92,67,1142640.0,92.0,92.0,128.75,108.28,92.0,0.8762,0,0,0,31,0,0,0.79315,0.78767,0
4470,120,10,0.029087849,1300,15,78252,395.0,5810.0,120.88,120.25,13,0.8421,0.8067,277796,0.7805,0.7805,0.5873,0.8348,0.8807,0.8496,1261661184.0,96,59,1133568.0,96.0,96.0,96.0,96.0,96.0,0.9505,0,0,0,25,0,0,0.73025,0.76245,0
4471,133,6,0.20647420000000002,2600,16,3793,614.0,10707.0,133.89,132.96,9,0.8036,0.7627,342347,0.7627,0.7627,0.5688,0.7627,0.8036,0.7965,2587464000.0,90,74,1069200.0,90.0,90.0,125.96,105.93,90.0,0.8182,0,0,0,23,0,0,0.80135,0.7664300000000001,0
4472,156,9,0.083580982,5900,3,82485,589.0,1804.0,154.96,155.82,17,0.7699,0.725,271369,0.696,0.696,0.4494,0.7016,0.7632,0.7632,6410943000.0,87,61,1165626.0,131.31,106.22,147.78,112.48,87.0,0.8286,0,0,0,6,0,0,0.43799999999999994,0.6364,0
4473,147,8,0.641824518,5300,2,87423,70.0,893.0,145.82,146.61,13,0.7869,0.7869,22496,0.75,0.75,0.4922,0.7869,0.8496,0.8205,6958448640.0,96,87,1317888.0,144.9,117.21,158.14,122.29,96.0,0.96,0,0,0,5,0,0,0.665,0.735,0
4474,166,6,0.49398032700000005,5300,13,79754,2504.0,5120.0,161.72,165.53,9,0.9832,0.9213,23894569,0.9,0.9,0.8412,0.9915,0.9915,0.9915,12440836980.0,117,149,2217618.0,203.4,152.98,192.73,149.03,117.0,0.9915,0,0,0,5,0,0,0.84,0.88,0
4475,125,10,0.640084888,1200,4,79015,4761.0,2450.0,121.23,124.62,11,0.7009,0.6777,1391647,0.6949,0.6777,0.4355,0.7009,0.7736,0.7193,1077090664.0,82,32,820328.0,82.0,82.0,92.53,86.95,82.0,0.8723,0,0,0,19,0,0,0.71885,0.67993,0
4476,128,9,0.49690145,1500,16,82621,625.0,3057.0,126.55,127.38,8,0.8475,0.8475,327272,0.8475,0.8475,0.6423,0.8547,0.8772,0.8621,1597200000.0,100,61,1210000.0,100.0,100.0,112.85,106.03,100.0,0.9091,0,0,0,90,0,0,0.81375,0.84275,0
4477,124,9,0.074043499,1100,16,79371,3626.0,41.0,124.5,124.18,9,0.8158,0.7881,1955740,0.7881,0.7881,0.5785,0.7949,0.8158,0.8017,1438501680.0,93,52,1089774.0,93.0,93.0,104.95,98.61,93.0,0.9208,0,0,0,2,0,0,0.64405,0.7592899999999999,0
4478,132,7,0.311421207,2600,16,83607,2493.0,1322.0,131.84,131.78,12,0.7846,0.7846,3363217,0.8361,0.7846,0.6457,0.7846,0.887,0.887,3543186240.0,102,87,1342116.0,102.0,102.0,115.1,108.16,102.0,0.9533,0,0,0,8,0,0,0.7623,0.78614,0
4479,155,10,0.055802198,1300,16,7458,271.0,179.0,140.97,152.26,13,0.7522,0.7143,3291245,0.6911,0.6911,0.4791,0.7265,0.7522,0.7522,1017280000.0,85,39,924800.0,85.0,85.0,104.77,94.07,85.0,0.8673,0,0,0,39,0,0,0.72555,0.69199,0
4480,133,10,0.725971136,1300,15,78224,7485.0,1124.0,132.18,132.82,13,0.7273,0.7273,2572698,0.7458,0.7273,0.5385,0.7458,0.8,0.7719,1279239104.0,88,44,1014464.0,88.0,88.0,99.3,93.31,88.0,0.898,0,0,0,39,0,0,0.75365,0.73457,14
4481,124,6,0.508088587,1800,7,78223,156.0,2465.0,125.09,123.74,11,0.875,0.8468,87131,0.8537,0.8468,0.6421,0.8678,0.9211,0.8678,2328480000.0,105,97,1323000.0,105.0,105.0,129.42,116.2,105.0,0.9906,0,0,0,15,0,0,0.8334,0.8421200000000001,0
4482,153,7,0.425348596,4800,1,78932,375.0,1174.0,157.44,154.01,9,0.4474,0.3984,134376,0.4048,0.3984,0.1559,0.4048,0.4554,0.4435,1865437200.0,51,45,423963.0,73.83,61.02,78.21,62.75,51.0,0.6071,0,0,0,49,0,0,0.4092,0.40856,0
4483,125,9,0.223104391,2600,4,76831,674.0,899.0,125.18,125.25,7,0.789,0.735,3143269,0.735,0.735,0.5574,0.735,0.8037,0.7679,2719834624.0,86,42,946688.0,86.0,86.0,120.36,101.22,86.0,0.86,0,0,0,9,0,0,0.7275,0.7315,0
4484,131,6,0.728243725,1300,3,84857,1342.0,264.0,132.04,131.49,13,0.8390000000000001,0.8390000000000001,872668,0.8390000000000001,0.8390000000000001,0.7128,0.8462,0.8462,0.8390000000000001,1772412840.0,99,82,1342737.0,99.0,99.0,130.82,113.32,99.0,0.8684,0,0,0,79,0,0,0.8395,0.8351,0
4485,122,10,0.7308031309999999,2200,17,2572,3968.0,1565.0,124.0,122.24,10,0.7541,0.7541,12881506,0.748,0.7419,0.5542,0.807,0.8364,0.8214,1616285440.0,92,50,1049536.0,92.0,92.0,121.57,105.31,92.0,0.9293,0,0,0,2,0,0,0.67095,0.7277100000000001,0
4486,123,10,0.649740756,1900,16,82642,952.0,143.0,126.83,123.71,8,0.8584,0.8291,988950,0.7886,0.7823,0.6459,0.8509,0.8661,0.8509,1883681800.0,97,75,1223170.0,97.0,97.0,119.56,107.35,97.0,0.9238,0,0,0,30,0,0,0.80115,0.7840699999999999,0
4487,122,9,0.364890155,2200,7,85793,1526.0,3390.0,122.88,122.22,15,0.5738,0.5738,1885321,0.56,0.56,0.3086,0.5645,0.6034,0.6034,1336720000.0,70,56,607600.0,70.0,70.0,78.99,74.22,70.0,0.875,0,0,0,3,0,0,0.64,0.584,0
4488,117,10,0.827145703,2200,17,78149,1774.0,2343.0,118.96,116.87,13,0.614,0.5691,485438,0.5738,0.5385,0.2711,0.5385,0.6364,0.6087,1474116000.0,70,6,563500.0,70.0,70.0,86.28,77.47,70.0,0.7447,0,0,0,39,0,0,0.61925,0.55465,20
4489,156,8,0.446759866,5300,3,81480,3648.0,187.0,150.97,154.45,8,0.0,0.0,351579,0.0,0.0,0.5984,0.0,,,,0,0,,0.0,0.0,0.0,0.0,,,0,0,0,8,0,0,0.0,0.0,19
4490,137,8,0.14859307300000002,4700,10,13164,159.0,4119.0,142.48,138.57,8,0.4956,0.45899999999999996,199794,0.45899999999999996,0.45899999999999996,0.2151,0.48700000000000004,0.6292,0.4828,1859334400.0,56,49,482944.0,84.52,68.37,78.37,65.91,56.0,0.5957,0,0,0,50,0,0,0.5095,0.4731,0
4491,131,10,0.584250269,3500,16,80085,493.0,2830.0,130.19,130.83,12,0.8142,0.7931,113742,0.7863,0.7863,0.578,0.7863,0.8214,0.807,3843333120.0,92,68,1091856.0,92.0,92.0,113.4,101.82,92.0,0.9787,0,0,0,9,0,0,0.78315,0.78767,0
4492,124,2,0.22635586100000002,2600,4,510,6777.0,4353.0,126.36,124.66,9,0.9565,0.9483,23875596,0.9322,0.9322,0.8433,0.9322,0.9322,0.9322,3835942000.0,110,109,1585100.0,110.0,110.0,135.59,121.74,110.0,1.0,0,0,0,6,0,0,0.8761,0.9189799999999999,0
4493,126,9,0.686134586,1100,16,13026,1029.0,1893.0,126.5,126.26,12,0.2881,0.2881,622381,0.2881,0.2881,0.0792,0.2906,0.3091,0.2982,196843680.0,34,0,149124.0,34.0,34.0,34.0,34.0,34.0,0.3269,0,0,0,2,0,0,0.48405,0.32929,0
4494,144,8,0.56803751,3900,7,75884,55.0,2701.0,142.68,143.67,8,0.6909,0.6847,533808,0.6333,0.6333,0.361,0.6609,0.6847,0.6333,4031359200.0,76,2,814416.0,112.41,91.88,132.77,99.61,76.0,0.7308,0,0,0,16,0,0,0.64665,0.6399699999999999,0
4495,123,10,0.218108391,1500,7,9836,1367.0,1069.0,121.76,122.29,14,0.8381,0.8148,657993,0.7097,0.7097,0.4825,0.7788,0.8224,0.7857,1403677440.0,88,36,882816.0,88.0,88.0,88.0,88.0,88.0,0.88,0,0,0,23,0,0,0.70485,0.6987300000000001,0
4496,127,10,0.075274311,1500,7,78224,4254.0,5956.0,127.77,127.32,14,0.6371,0.6371,2967802,0.6423,0.6371,0.3968,0.6639,0.7453,0.7054,1450370954.0,79,20,817571.0,79.0,79.0,79.0,79.0,79.0,0.7524,0,0,0,18,0,0,0.65855,0.63339,0
4497,129,10,0.17966978399999997,1500,4,13689,7131.0,112.0,127.91,128.71,12,0.8049,0.8049,2352230,0.8049,0.7984,0.5994,0.8182,0.8919,0.8761,2173469760.0,99,57,1234926.0,99.0,99.0,130.82,113.32,99.0,0.9252,0,0,0,15,0,0,0.7792,0.78856,0
4498,133,8,0.8101668959999999,2200,3,1078,7303.0,1713.0,132.37,132.71,6,0.672,0.672,6087135,0.672,0.672,0.4659,0.6774,0.7304,0.7179,2016181440.0,84,49,917280.0,84.0,84.0,103.54,92.96,84.0,0.8155,0,0,0,47,0,0,0.6559999999999999,0.6748,0
4499,123,8,0.12065034300000001,1800,4,11699,313.0,3785.0,126.42,123.95,5,0.7983,0.7724,1259898,0.7724,0.7661,0.5826,0.7917,0.8482,0.8407,2112572000.0,95,65,1200325.0,95.0,95.0,117.1,105.14,95.0,0.8962,0,0,0,54,0,0,0.78305,0.76949,0
4500,133,10,0.7490290140000001,1500,7,1775,2711.0,10483.0,129.38,132.3,17,0.6949,0.6949,10237373,0.6667,0.6667,0.4389,0.6891,0.7593,0.7257,937029744.0,82,59,847224.0,82.0,82.0,82.0,82.0,82.0,0.8913,0,0,0,4,0,0,0.67335,0.67003,0
4501,126,10,0.106512969,1500,4,85916,2467.0,1148.0,126.65,126.37,11,0.7838,0.7373,1315512,0.7311,0.7311,0.5428,0.7311,0.8208,0.8208,1653069600.0,87,37,983970.0,87.0,87.0,87.0,87.0,87.0,0.8614,0,0,0,7,0,0,0.68555,0.71799,0
4502,149,8,0.339870777,4500,13,80684,830.0,214.0,150.0,149.03,5,0.5868,0.5820000000000001,462285,0.5820000000000001,0.5820000000000001,0.3346,0.6174,0.6174,0.6174,2891769650.0,71,47,751109.0,97.99,83.0,113.07,88.97,71.0,0.6762,0,0,0,3,0,0,0.341,0.5438,0
4503,139,9,0.303974568,4400,4,84806,25.0,173.0,142.94,139.71,13,0.0,0.0,2262,,0.0,0.62,,,,3171717120.0,0,76,901056.0,0.0,0.0,0.0,0.0,76.0,,0,0,0,7,0,0,0.01,0.0,0
4504,126,10,0.279206983,3100,4,82642,237.0,345.0,126.63,125.15,8,0.6639,0.632,10065,0.632,0.632,0.3646,0.6371,0.7248,0.7117,1601939880.0,79,15,717715.0,79.0,79.0,97.37,87.43,79.0,0.8316,0,0,0,4,0,0,0.596,0.6288,0
4505,118,9,0.8879460370000001,1300,4,9290,142.0,4334.0,121.07,119.29,9,0.8482,0.8261,19524,0.8190000000000001,0.8190000000000001,0.6715,0.8190000000000001,0.8333,0.8333,2281817825.0,95,56,1200325.0,95.0,95.0,95.0,95.0,95.0,0.95,0,0,0,44,0,0,0.7995,0.8171,0
4506,124,9,0.490307558,2000,7,76957,742.0,1481.0,123.44,124.04,13,0.7227,0.6935,7726612,0.6992,0.6935,0.4487,0.7107,0.7748,0.7611,1630818000.0,86,62,924500.0,86.0,86.0,106.0,95.18,86.0,0.9451,0,0,0,7,0,0,0.70675,0.70415,0
4507,118,10,0.233691807,2600,4,14694,1306.0,198.0,120.0,118.28,13,0.8547,0.7937,520684,0.8197,0.7692,0.5773,0.7692,0.9346,0.9009,3139200000.0,100,49,1200000.0,100.0,100.0,123.26,110.67,100.0,0.9901,0,0,0,78,0,0,0.7946,0.77228,0
4508,120,9,0.743230589,1700,4,82384,312.0,4244.0,122.27,120.48,14,0.8319,0.8049,3905055,0.8049,0.7984,0.5946,0.8182,0.9,0.8839,2156220000.0,99,58,1225125.0,99.0,99.0,122.03,109.56,99.0,0.9802,0,0,0,26,0,0,0.7392,0.78856,0
4509,138,9,0.670873408,1500,4,81149,6194.0,618.0,132.51,136.88,11,0.6476,0.6296,1388638,0.5484,0.5484,0.3209,0.6018,0.6355,0.6071,933724320.0,68,3,587248.0,68.0,68.0,68.0,68.0,68.0,0.68,0,0,0,8,0,0,0.6442,0.5635600000000001,0
4510,125,10,0.6772860620000001,1800,3,14024,181.0,569.0,123.75,124.47,14,0.7398,0.7339,3470806,0.7398,0.7339,0.4783,0.7339,0.8426,0.8125,1739299835.0,91,62,985439.0,91.0,91.0,112.17,100.71,91.0,1.0,0,0,0,4,0,0,0.69695,0.72051,0
4511,118,8,0.91951552,1500,7,2277,4198.0,1519.0,121.01,118.27,9,0.6694,0.6694,1086634,0.6748,0.6694,0.4366,0.6748,0.7281,0.7281,1273087200.0,83,47,826680.0,83.0,83.0,83.0,83.0,83.0,0.8469,0,0,0,12,0,0,0.6847,0.6824600000000001,0
4512,154,9,0.23803057,4500,2,77462,1636.0,3861.0,153.0,153.8,13,0.7672,0.7355,1607115,0.7355,0.7177,0.5108,0.7355,0.8018,0.7739,5165125680.0,89,96,1203992.0,128.84,106.48,136.49,109.5,89.0,0.9570000000000001,0,0,0,2,0,0,0.61885,0.69593,0
4513,123,7,0.61470438,1800,16,76973,9230.0,6193.0,121.27,122.75,8,0.9352,0.9352,13588331,0.8145,0.8145,0.6746,0.8938,0.9712,0.8145,1940352612.0,101,84,1234321.0,101.0,101.0,101.0,101.0,101.0,0.9712,0,0,0,14,0,0,0.78725,0.81305,0
4514,119,10,0.05479008,3500,7,78223,3205.0,439.0,121.6,118.94,12,0.7478,0.7478,160098,0.7478,0.7167,0.4413,0.7167,0.7963,0.7748,2642442880.0,86,35,857936.0,86.0,86.0,120.36,101.22,86.0,0.9149,0,0,0,19,0,0,0.74835,0.7250300000000001,0
